编号,题名,年份,DOI,PDF,大类,二级类,创新点标签,科学问题标签,相关性,相关性分数,代码状态,代码仓库,方法关键词
456,GT-HAD: Gated Transformer for Hyperspectral Anomaly Detection,2024,10.1109/tnnls.2024.3355166,paper/10.1109_TNNLS.2024.3355166.pdf,多媒体、医学、遥感与视频异常检测,其他AI安全与跨域异常检测; 入侵检测与网络异常检测,表征学习、预训练与Transformer,域迁移、概念漂移与真实网络分布变化,弱相关,3,已下载,NanWangAC/GT-HAD -> source\GT-HAD; jeline0110/GT-HAD -> source\jeline0110_GT-HAD,GT-HAD; Gated; Transformer; Hyperspectral; Anomaly; Detection; HAD; According
457,GTAE-IDS: Graph Transformer-Based Autoencoder Framework for Real-Time Network Intrusion Detection,2025,10.1109/tifs.2025.3557741,paper/10.1109_TIFS.2025.3557741.pdf,入侵检测与网络异常检测,其他AI安全与跨域异常检测; 图学习、知识图谱与威胁情报,数据集、基准、工具与系统化评测; 表征学习、预训练与Transformer; 轻量化、实时与高性能部署,多源异构数据融合与上下文建模; 高速流量实时检测与资源约束; 标签稀缺、类别不平衡与长尾攻击,强相关,19,未发现,,GTAE-IDS; Graph; Transformer-Based; Autoencoder; Framework; Real-Time; Network; Intrusion
458,Guarding Graph Neural Networks for Unsupervised Graph Anomaly Detection,2025,10.1109/tnnls.2025.3569526,paper/10.1109_TNNLS.2025.3569526.pdf,图学习、知识图谱与威胁情报,入侵检测与网络异常检测; 其他AI安全与跨域异常检测,图神经网络与关系建模; 表征学习、预训练与Transformer; 数据集、基准、工具与系统化评测,多源异构数据融合与上下文建模; 标签稀缺、类别不平衡与长尾攻击,强相关,10,未发现,,Guarding; Graph; Neural; Networks; Unsupervised; Anomaly; Detection; Set
459,Guest Editorial: Introduction to the Special Section on Large Models for Future Vehicles and Transportation,2025,10.1109/tvt.2025.3528618,paper/10.1109_TVT.2025.3528618.pdf,IoT、车联网、工业互联网与边缘安全,,应用场景与系统化验证,边缘、IoT、车联网与工业场景约束; 加密与隐私保护造成可观测特征缺失,中相关,5,未发现,,Guest; Editorial; Introduction; Special; Section; Large; Models; Future
460,Guest Editorial of the Special Section on Advances in Neural Computing-Enabled Device Health Management for Consumer Technology,2025,10.1109/tce.2025.3595513,paper/10.1109_TCE.2025.3595513.pdf,加密流量分类与应用识别,,应用场景与系统化验证,加密与隐私保护造成可观测特征缺失,中相关,8,未发现,,Guest; Editorial; Special; Section; Advances; Neural; Computing-Enabled; Device
461,Hawkeye: Diagnosing RDMA Network Performance Anomalies with PFC Provenance,2025,10.1145/3718958.3750490,paper/10.1145_3718958.3750490.pdf,图学习、知识图谱与威胁情报,,应用场景与系统化验证,多源异构数据融合与上下文建模,中相关,5,已下载,wangshicheng1225/Hawkeye -> source\Hawkeye,Hawkeye; Diagnosing; RDMA; Network; Performance; Anomalies; PFC; Provenance
462,High-speed encrypted traffic classification by using payload features,2024,10.1016/j.dcan.2024.02.003,paper/10.1016_j.dcan.2024.02.003.pdf,加密流量分类与应用识别,其他AI安全与跨域异常检测,应用场景与系统化验证,加密与隐私保护造成可观测特征缺失,强相关,10,未发现,,High-speed
463,Hybrid Approach for Machine Anomaly Detection Across Diverse Operating Conditions: Combining Self-Supervised Learning With Vibration Statistics,2025,10.1109/tim.2025.3573336,paper/10.1109_TIM.2025.3573336.pdf,其他AI安全与跨域异常检测,入侵检测与网络异常检测,自监督、对比学习与少样本学习; 数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束,弱相关,2,未发现,,Hybrid; Approach; Machine; Anomaly; Detection; Across; Diverse; Operating
464,HyperEye: A Lightweight Features Fusion Model for Unknown Encrypted Malware Traffic Detection,2025,10.1109/tce.2025.3558353,paper/10.1109_TCE.2025.3558353.pdf,恶意流量、暗网与攻击检测,IoT、车联网、工业互联网与边缘安全; 加密流量分类与应用识别,轻量化、实时与高性能部署; 多模态、多视图与特征融合; 数据集、基准、工具与系统化评测,加密与隐私保护造成可观测特征缺失; 高速流量实时检测与资源约束; 多源异构数据融合与上下文建模; 开放世界未知攻击与误报控制,强相关,15,未发现,,HyperEye; Lightweight; Features; Fusion; Model; Unknown; Encrypted; Malware
465,IAD-GPT: Advancing Visual Knowledge in Multimodal Large Language Model for Industrial Anomaly Detection,2025,10.1109/tim.2025.3635334,paper/10.1109_TIM.2025.3635334.pdf,多媒体、医学、遥感与视频异常检测,入侵检测与网络异常检测; 其他AI安全与跨域异常检测,表征学习、预训练与Transformer; 多模态、多视图与特征融合; 轻量化、实时与高性能部署; 自监督、对比学习与少样本学习,边缘、IoT、车联网与工业场景约束; 高速流量实时检测与资源约束,弱相关,3,候选不可访问,IADGPT,IAD-GPT; Advancing; Visual; Knowledge; Multimodal; Large; Language; Model
466,IIIM-SAM: Zero-Shot Texture Anomaly Detection Without External Prompts,2025,10.1109/tase.2025.3561776,paper/10.1109_TASE.2025.3561776.pdf,入侵检测与网络异常检测,其他AI安全与跨域异常检测,自监督、对比学习与少样本学习,标签稀缺、类别不平衡与长尾攻击; 边缘、IoT、车联网与工业场景约束,中相关,9,未发现,,IIIM-SAM; Zero-Shot; Texture; Anomaly; Detection; Without; External; Prompts
467,IIT: Accurate Decentralized Application Identification Through Mining Intra- and Inter-Flow Relationships,2024,10.1109/tnsm.2024.3479150,paper/10.1109_TNSM.2024.3479150.pdf,加密流量分类与应用识别,其他AI安全与跨域异常检测,表征学习、预训练与Transformer,开放世界未知攻击与误报控制,强相关,13,未发现,,IIT; Accurate; Decentralized; Application; Identification; Through; Mining; Intra
468,Image Manipulation Localization Using Dual-Shallow Feature Pyramid Fusion and Boundary Contextual Incoherence Enhancement,2024,10.1109/tetci.2024.3500025,paper/10.1109_TETCI.2024.3500025.pdf,多媒体、医学、遥感与视频异常检测,,多模态、多视图与特征融合,多源异构数据融合与上下文建模,弱相关,1,未发现,,Image; Manipulation; Localization; Using; Dual-Shallow; Feature; Pyramid; Fusion
469,Integrating Explainable AI for Effective Malware Detection in Encrypted Network Traffic,2025,10.48550/arXiv.2501.05387,paper/10.48550_arXiv.2501.05387.pdf,恶意流量、暗网与攻击检测,,可解释性、规则抽取与因果分析; 数据集、基准、工具与系统化评测,加密与隐私保护造成可观测特征缺失; 模型可解释、可信与可审计; 数据集代表性、标准化评测与可复现,强相关,15,未发现,,Integrating; Explainable; Effective; Malware; Detection; Encrypted; Network; Traffic
470,Integrating ML and Blockchain for Consumer-Centric Approaches in Securing Data Transmission on IoT Networks,2025,10.1109/tce.2025.3581570,paper/10.1109_TCE.2025.3581570.pdf,IoT、车联网、工业互联网与边缘安全,联邦学习、隐私保护与分布式协同,联邦学习、隐私保护与协同训练; 鲁棒性、对抗防御与可信检测,加密与隐私保护造成可观测特征缺失; 边缘、IoT、车联网与工业场景约束; 域迁移、概念漂移与真实网络分布变化,强相关,11,未发现,,Integrating; Blockchain; Consumer-Centric; Approaches; Securing; Data; Transmission; IoT
471,Intelligent Anomaly Detection Method for Consumer Electronics Based on Feature-Driven Learning and Diffusion Model,2025,10.1109/tce.2025.3608449,paper/10.1109_TCE.2025.3608449.pdf,其他AI安全与跨域异常检测,入侵检测与网络异常检测; IoT、车联网、工业互联网与边缘安全,多模态、多视图与特征融合; 生成式增强、GAN与扩散模型; 表征学习、预训练与Transformer; 在线、增量、开放集与概念漂移,多源异构数据融合与上下文建模; 高速流量实时检测与资源约束,弱相关,3,未发现,,Intelligent; Anomaly; Detection; Method; Consumer; Electronics; Based; Feature-Driven
472,IoV-BERT-IDS: Hybrid Network Intrusion Detection System in IoV Using Large Language Models,2024,10.1109/tvt.2024.3402366,paper/10.1109_TVT.2024.3402366.pdf,入侵检测与网络异常检测,,表征学习、预训练与Transformer; 数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束,强相关,13,未发现,,IoV-BERT-IDS; Hybrid; Network; Intrusion; Detection; System; IoV; Using
473,KD-BERT: A Lightweight Knowledge Distillation Bidirectional Encoder Representations from Transformers for IoT Network Intrusion Detection,2025,10.1109/tii.2025.3582375,paper/10.1109_TII.2025.3582375.pdf,入侵检测与网络异常检测,IoT、车联网、工业互联网与边缘安全; 其他AI安全与跨域异常检测,表征学习、预训练与Transformer; 轻量化、实时与高性能部署,高速流量实时检测与资源约束; 边缘、IoT、车联网与工业场景约束,强相关,11,未发现,,KD-BERT; Lightweight; Knowledge; Distillation; Bidirectional; Encoder; Representations; Transformers
474,Knowledge Distillation for Lightweight and Explainable Intrusion Detection in Resource-Constrained Consumer Devices,2025,10.1109/tce.2025.3601183,paper/10.1109_TCE.2025.3601183.pdf,入侵检测与网络异常检测,IoT、车联网、工业互联网与边缘安全,轻量化、实时与高性能部署; 可解释性、规则抽取与因果分析; 数据集、基准、工具与系统化评测,高速流量实时检测与资源约束; 模型可解释、可信与可审计; 边缘、IoT、车联网与工业场景约束,强相关,12,未发现,,Knowledge; Distillation; Lightweight; Explainable; Intrusion; Detection; Resource-Constrained; Consumer
475,Learning Decision Boundaries for Multidimensional Anomaly Detection,2025,10.1109/tnnls.2025.3540602,paper/10.1109_TNNLS.2025.3540602.pdf,入侵检测与网络异常检测,其他AI安全与跨域异常检测,应用场景与系统化验证,开放世界未知攻击与误报控制,中相关,8,未发现,,Learning; Decision; Boundaries; Multidimensional; Anomaly; Detection; Consequently
476,Learning to Detect Industrial Time-Series Anomalies From Imputation Consistency With Sparse Observations,2025,10.1109/tnnls.2025.3568019,paper/10.1109_TNNLS.2025.3568019.pdf,时序、日志、KPI 与云原生异常检测,,数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束,中相关,6,未发现,,Learning; Detect; Industrial; Time-Series; Anomalies; From; Imputation; Consistency
477,Lightweight and Fast Time-Series Anomaly Detection via Point-Level and Sequence-Level Reconstruction Discrepancy,2025,10.1109/tnnls.2025.3565807,paper/10.1109_TNNLS.2025.3565807.pdf,其他AI安全与跨域异常检测,入侵检测与网络异常检测,轻量化、实时与高性能部署; 表征学习、预训练与Transformer; 自监督、对比学习与少样本学习,高速流量实时检测与资源约束; 标签稀缺、类别不平衡与长尾攻击; 边缘、IoT、车联网与工业场景约束,弱相关,4,已下载,LFTSAD -> source\LFTSAD,Lightweight; Fast; Time-Series; Anomaly; Detection; Point-Level; Sequence-Level; Reconstruction
478,Lightweight Fuzzy-Driven Intrusion Detection for Consumer Life-Tech Applications,2025,10.1109/tce.2025.3569886,paper/10.1109_TCE.2025.3569886.pdf,入侵检测与网络异常检测,,轻量化、实时与高性能部署; 数据集、基准、工具与系统化评测,高速流量实时检测与资源约束,强相关,10,未发现,,Lightweight; Fuzzy-Driven; Intrusion; Detection; Consumer; Life-Tech; Applications; Their
479,Low-Light and Infrared Multimodal Remote Sensing in Nighttime Rescue Mission: A Review of Anomaly Detection Methods,2025,10.1109/tgrs.2025.3568456,paper/10.1109_TGRS.2025.3568456.pdf,数据集、基准、综述与开源工具,多媒体、医学、遥感与视频异常检测; 入侵检测与网络异常检测,多模态、多视图与特征融合,数据集代表性、标准化评测与可复现,弱相关,2,未发现,,Low-Light; Infrared; Multimodal; Remote; Sensing; Nighttime; Rescue; Mission
480,LScAD: A Large–Small Model Collaboration Framework for Unsupervised Industrial Anomaly Detection,2025,10.1109/tim.2025.3588927,paper/10.1109_TIM.2025.3588927.pdf,入侵检测与网络异常检测,其他AI安全与跨域异常检测,数据集、基准、工具与系统化评测,边缘、IoT、车联网与工业场景约束,中相关,8,已下载,LScAD -> source\LScAD,LScAD; Large; Small; Model; Collaboration; Framework; Unsupervised; Industrial
481,LSTM Neural Networks Anomaly Detection for Biotic and Abiotic Early Stress Detection on Tomato Plants,2025,10.1109/tafe.2025.3605825,paper/10.1109_TAFE.2025.3605825.pdf,其他AI安全与跨域异常检测,入侵检测与网络异常检测,应用场景与系统化验证,边缘、IoT、车联网与工业场景约束,弱相关,4,未发现,,LSTM; Neural; Networks; Anomaly; Detection; Biotic; Abiotic; Early
482,LUK: Empowering Log Understanding With Expert Knowledge From Large Language Models,2025,10.1109/tse.2025.3594046,paper/10.1109_TSE.2025.3594046.pdf,IoT、车联网、工业互联网与边缘安全,,表征学习、预训练与Transformer; 轻量化、实时与高性能部署,高速流量实时检测与资源约束; 边缘、IoT、车联网与工业场景约束,弱相关,4,未发现,,LUK; Empowering; Log; Understanding; Expert; Knowledge; From; Large
483,MAOTIN: A High-Accuracy and -Efficiency Network for Overloaded Truck Identification With GPS Trajectories,2025,10.1109/tim.2025.3573008,paper/10.1109_TIM.2025.3573008.pdf,加密流量分类与应用识别,,轻量化、实时与高性能部署; 数据集、基准、工具与系统化评测,加密与隐私保护造成可观测特征缺失; 高速流量实时检测与资源约束; 边缘、IoT、车联网与工业场景约束,强相关,12,未发现,,MAOTIN; High-Accuracy; Efficiency; Network; Overloaded; Truck; Identification; GPS
